Date Created,Tweets
2022-11-12 23:54:32+00:00,"@balinares This is false. Anyone who can be in office, should be. However, if not logistically possible or they have essential personal matters, then staying home is fine.

Working remotely is also ok if their manager vouches for excellence.

Same policy as Tesla &amp; SpaceX."
2022-11-12 23:31:02+00:00,Order at https://t.co/Q1VvqV5G0i! https://t.co/Ehca6KRk3v
2022-11-12 23:27:59+00:00,@andst7 wen doc series? @netflix
2022-11-12 23:22:44+00:00,@MuskUniversity Yup
2022-11-12 23:13:07+00:00,@CathieDWood Exactly
2022-11-12 22:46:48+00:00,@Thnaiyan سوف تفعل
2022-11-12 22:42:23+00:00,@andst7 Cool
2022-11-12 19:12:19+00:00,@andst7 https://t.co/ZpZ6B4F7Ou
2022-11-12 18:30:57+00:00,@westcoastbill 🦾
2022-11-12 17:57:48+00:00,"@WholeMarsBlog Given all that is in V11, it will take a few weeks to expand the beta, then another few weeks to go wide release to US &amp; Canada"
2022-11-12 07:47:20+00:00,@WholeMarsBlog FSD V11 rolled out at 11:11pm Pacific
2022-11-12 07:36:39+00:00,🪦🤖
2022-11-12 07:04:19+00:00,Twitter is
2022-11-12 06:55:42+00:00,@KimDotcom @sama Not sure I have much to add
2022-11-12 06:47:53+00:00,@sama https://t.co/Im1hBlUihz
2022-11-12 06:14:13+00:00,FTX meltdown/ransack being tracked in real-time on Twitter
2022-11-12 01:56:17+00:00,@BillyM2k 🤔
2022-11-12 00:34:01+00:00,@SCHIZO_FREQ 🤣
2022-11-12 00:27:43+00:00,@alexgilbertnz @TechEmails It’s coming
2022-11-12 00:22:13+00:00,"@TechEmails Accurate. He set off my bs detector, which is why I did not think he had $3B."
2022-11-11 23:15:38+00:00,We’re adding a “Parody” subscript to clarify
2022-11-11 23:13:39+00:00,@chicago_glenn @BernieSanders @CommunityNotes 🤣
2022-11-11 23:09:22+00:00,"@BernieSanders Full answer to insulin price question is complex. Short answer is that original insulin, discovered in 1921 (not 1923), is inexpensive, costing as little as $25. 

New, higher efficacy analog variants of insulin are more expensive. @CommunityNotes

https://t.co/S4c0esI1vU"
2022-11-11 18:38:31+00:00,"@WholeMarsBlog It used to be:

“Internet guy will fail at rockets/cars!”

Now it is:

“Rockets/cars guy will fail at Internet!”

Literally from same media outlets 🤣🤣"
2022-11-11 18:28:47+00:00,@MostlyPeacefull lol
2022-11-11 18:24:51+00:00,@SawyerMerritt @BillyM2k @WholeMarsBlog Maybe should be default off? Subscriber is a way better name.
2022-11-11 18:16:20+00:00,@sama https://t.co/C8hn7Ohxt4
2022-11-11 18:05:52+00:00,"Mainstream media will still thrive, but increased competition from citizens will cause them to be more accurate, as their oligopoly on information is disrupted"
2022-11-11 17:53:18+00:00,@stillgray True
2022-11-11 17:52:04+00:00,This is from the video arcade &amp; bar area
2022-11-11 17:51:16+00:00,@EvaFoxU Interesting
2022-11-11 17:34:34+00:00,@TrungTPhan 🤣
2022-11-11 17:30:16+00:00,"As Twitter pursues the goal of elevating citizen journalism, media elite will try everything to stop that from happening"
2022-11-11 16:21:48+00:00,@JeffTutorials What is Quill?
2022-11-11 16:17:51+00:00,@paulg @micsolana 🥹
2022-11-11 16:14:45+00:00,Twitter HQ is great (this is a real pic) https://t.co/qjfOQCr533
2022-11-11 16:00:38+00:00,"@EvaFoxU @Reuters When @CommunityNotes rolls out worldwide, it will have a powerful impact on falsehoods"
2022-11-11 15:35:48+00:00,@Reuters False
2022-11-11 15:30:34+00:00,"@BTC_Archive Needs some tweaks, but overall proceeding well"
2022-11-11 08:36:05+00:00,"@WholeMarsBlog Agreed, necessary change"
2022-11-11 08:34:25+00:00,Hit all-time high of active users today
2022-11-11 08:20:46+00:00,"@TeslaTomMY1 2023 will probably be tough, but my companies are positioned well"
2022-11-11 07:42:42+00:00,Some epically funny tweets 🤣🤣
2022-11-11 07:38:08+00:00,@stillgray @EmmanuelMacron We will take action in this regard
2022-11-11 07:30:42+00:00,Quite the day!
2022-11-11 07:28:50+00:00,@EmmanuelMacron Absolument
2022-11-11 04:39:30+00:00,@WholeMarsBlog I agree
2022-11-11 01:58:16+00:00,@stillgray Absolutely
2022-11-11 01:57:02+00:00,@FeuxManning Yes
2022-11-11 01:56:34+00:00,"To be more precise, accounts doing parody impersonations. Basically, tricking people is not ok."
2022-11-11 01:51:49+00:00,"Going forward, accounts engaged in parody must include “parody” in their name, not just in bio"
2022-11-10 23:07:09+00:00,"@stoolpresidente Even I paid $8, no discount"
2022-11-10 19:15:51+00:00,Usage of Twitter continues to rise. One thing is for sure: it isn’t boring!
2022-11-10 19:04:26+00:00,@DojaCat You should be able to change your name now
2022-11-10 18:33:42+00:00,@gainzy222 I’d watch that movie 🍿
2022-11-10 18:29:12+00:00,@kcoleman Community Notes is a gamechanger for improving accuracy on Twitter!
2022-11-10 18:17:51+00:00,@Youssofal_ @BiasedGirl $8
2022-11-10 17:25:03+00:00,@Jeaia @StephenKing @Twitter @jack Yay!
2022-11-10 17:24:35+00:00,"@BiasedGirl Far too many corrupt legacy Blue “verification” checkmarks exist, so no choice but to remove legacy Blue in coming months"
2022-11-10 17:21:51+00:00,@farzyness @Twitter Indeed
2022-11-10 17:17:22+00:00,I love when people complain about Twitter … on Twitter 🤣🤣
2022-11-10 17:05:40+00:00,@TechAmazing Wow
2022-11-10 17:02:46+00:00,@HansMahncke @micsolana 🤣🤣
2022-11-10 16:46:33+00:00,@StephenKing 👻
2022-11-10 16:41:54+00:00,https://t.co/FxdcXa1I7i
2022-11-10 15:59:25+00:00,@DJSnM I’m not seeing much spam in this reply
2022-11-10 15:49:06+00:00,@davidzweig Yes
2022-11-10 08:25:16+00:00,@Ki_PenYakki_ay Coming
2022-11-10 08:20:04+00:00,@JimMFelton 🤣🤣
2022-11-10 08:15:04+00:00,"@mcuban It’s working for me. That said, we can definitely make the verified mentions tab more usable."
2022-11-10 08:08:11+00:00,@chhcalling What does a tosh look like?
2022-11-10 07:47:53+00:00,Are you seeing far fewer bots/scams/spam?
2022-11-10 06:51:26+00:00,@Teslaconomics It’s awesome 🫐
2022-11-10 06:44:47+00:00,@DojaCat Pretty funny though 🤣🤣
2022-11-10 06:42:02+00:00,@DojaCat Working on it!
2022-11-10 02:59:32+00:00,@GooseWayn That’s coming
2022-11-10 02:56:41+00:00,@Pentosh1 You’re welcome!
2022-11-10 02:43:53+00:00,@TeslaAIBot 🤣
2022-11-10 02:37:38+00:00,"@micsolana Rollout of new verified Blue is intentionally limited just to iOS in a few countries with very little promotion. 

As we iron out issues, we will expand worldwide on all platforms."
2022-11-10 01:38:32+00:00,"@micsolana In days to come, we’ll add granularity to verified badge, such as organizational affiliation &amp; ID verification"
2022-11-10 00:45:30+00:00,"@micsolana We are changing the text to say “Legacy Verified. Could be notable, but could also be bogus.”"
2022-11-09 23:14:53+00:00,@guslabu @tomwarren 🎯😎💰
2022-11-09 23:04:29+00:00,@StarringShane Subscription Blue is better than legacy Blue. I switched over.
2022-11-09 19:29:02+00:00,@PPathole The goal of Twitter DMs is to superset Signal
2022-11-09 19:27:28+00:00,@eglyman @tryramp @Twitter Twitter is growing super fast. I hope it continues!!
2022-11-09 19:22:40+00:00,"@EvaFoxU @BillyM2k Hopefully, as soon as next week"
2022-11-09 19:15:15+00:00,@BillyM2k Totally agree!
2022-11-09 17:58:22+00:00,"@TOIPlus Nope, I was alway 🥜 !"
2022-11-09 17:57:21+00:00,@ZubyMusic Yeah
2022-11-09 17:37:21+00:00,@lawrencekitema @SpaceNews_Inc Congratulations!
2022-11-09 17:13:27+00:00,@SpaceNews_Inc Rockets that aren’t reusable have no future
2022-11-09 17:12:32+00:00,@SciGuySpace Finally
2022-11-09 16:44:47+00:00,"Please note that Twitter will do lots of dumb things in coming months. 

We will keep what works &amp; change what doesn’t."
2022-11-09 16:40:53+00:00,Complaint hotline operator online! Please mention your complaints below.
2022-11-09 16:39:18+00:00,@MKBHD Blue check will be the great leveler
2022-11-09 16:38:37+00:00,@MKBHD I just killed it
2022-11-09 16:29:36+00:00,@nichegamer Actual fun stuff FTW!!
2022-11-09 16:29:12+00:00,@nichegamer 😎
2022-11-09 16:28:33+00:00,"@ID_AA_Carmack Should be noted that a significant percentage of these accounts are not real people, but some proportion are"
2022-11-09 16:03:46+00:00,"@jasontoff This is super messed up. Unfortunately, many such things occurred at Twitter. Even worse was done in later years. 

Meaningful growth happens when utility &amp; entertainment value improve. That will be our focus going forward.

No more fake numbers &amp; pseudo growth."
2022-11-09 00:52:20+00:00,@micsolana When reality is indistinguishable from satire
2022-11-08 21:09:26+00:00,@WholeMarsBlog ✌️
2022-11-08 21:08:30+00:00,"@monitoringbias It is borderline illegal to support Republicans in San Francisco! 

Even admitting you know some is pretty bad 🤣"
2022-11-08 20:12:35+00:00,@TrungTPhan 🤣
2022-11-08 20:10:24+00:00,@BillyM2k 🤣
2022-11-08 20:08:38+00:00,@ZubyMusic Good point
2022-11-08 18:29:50+00:00,@DavidSacks Yes
2022-11-08 16:10:21+00:00,@RustyRoad @ID_AA_Carmack Twitter is the most interesting place on the Internet
2022-11-08 15:32:13+00:00,"Twitter is the worst!
But also the best."
2022-11-08 15:26:47+00:00,@andst7 🤣
2022-11-08 15:16:04+00:00,"@stevekrenzel Wow, this is messed up!"
2022-11-08 15:04:11+00:00,@WholeMarsBlog Politics is war and truth is the first casualty
2022-11-08 14:49:05+00:00,"@PPathole @mayemusk While it’s true that I’ve been under unfair &amp; misleading attack for some time by leading Democrats, my motivation here is for centrist governance, which matches the interests of most Americans"
2022-11-08 14:33:40+00:00,@BillyM2k @laoisman80 @hankgreen Exactly
2022-11-08 14:32:35+00:00,@yoyoel Important thread
2022-11-08 07:38:52+00:00,@BillyM2k 🤣🤷‍♂️
2022-11-08 03:46:32+00:00,@ID_AA_Carmack https://t.co/pgTSY1zIdc
2022-11-08 01:32:05+00:00,@HeidiBriones 💯
2022-11-08 01:28:07+00:00,https://t.co/3t5ahItE5z
2022-11-08 01:00:27+00:00,I just hope the servers don’t melt!
2022-11-08 00:57:29+00:00,Twitter usage is at an all-time high lol
2022-11-07 22:42:15+00:00,@EvaFoxU 🤣
2022-11-07 21:23:55+00:00,And I’m open to the idea of voting Democrat again in the future
2022-11-07 20:53:55+00:00,@BillyM2k 🤣🤣💯
2022-11-07 20:50:47+00:00,"To be clear, my historical party affiliation has been Independent, with an actual voting history of entirely Democrat until this year"
2022-11-07 20:29:09+00:00,@MattWallace888 @hankgreen True
2022-11-07 20:20:54+00:00,"@hankgreen Like most people in America, I agree with some of the Democrat and some of the Republican policies, but not all.

However, if executive and legislative branches are dominated by *one* party, then we lose balance of power."
2022-11-07 15:40:42+00:00,"Hardcore Democrats or Republicans never vote for the other side, so independent voters are the ones who actually decide who’s in charge!"
2022-11-07 15:22:16+00:00,"To independent-minded voters:

Shared power curbs the worst excesses of both parties, therefore I recommend voting for a Republican Congress, given that the Presidency is Democratic."
2022-11-07 15:06:47+00:00,"But if Twitter is bird, that’s means … 🤯"
2022-11-07 15:03:25+00:00,Back when birds were real
2022-11-07 14:52:44+00:00,How times have changed https://t.co/gCxUkZ4kZC
2022-11-07 13:39:15+00:00,@TomFitton @Twitter We do
2022-11-07 13:22:14+00:00,"Twitter rules will evolve over time, but they’re currently the following: https://t.co/Ut1tXuefso"
2022-11-07 04:52:58+00:00,@greg16676935420 @jack Birds haven’t been real since 1986 https://t.co/lR6BZj0nwX
2022-11-07 04:21:13+00:00,@mcuban $8 for all
2022-11-07 03:35:15+00:00,@stillgray @jack Exactly
2022-11-07 03:15:36+00:00,@jack Not everything needs to have “bird” in the name! Too many bird groups fighting each internally other at Twitter. Angry Birds.
2022-11-07 03:07:29+00:00,@jack Birdwatch gives me the creeps
2022-11-07 03:06:19+00:00,@SarahKSilverman Community Notes aka @birdwatch
2022-11-07 02:55:15+00:00,@GPrime85 @bennyjohnson @kathygriffin 🤣
2022-11-07 02:53:50+00:00,@bennyjohnson @kathygriffin For $8
2022-11-07 02:50:57+00:00,"@bennyjohnson @kathygriffin But if she really wants her account back, she can have it"
2022-11-07 02:50:22+00:00,"@bennyjohnson @kathygriffin Actually, she was suspended for impersonating a comedian"
2022-11-07 02:43:50+00:00,"@stillgray At the end of the day, if Twitter is indeed the most accurate source of information, more people will use it"
2022-11-07 02:41:07+00:00,@jack As judged by the people of Twitter via Community Notes (formerly Birdwatch)
2022-11-07 02:35:16+00:00,@RationalEtienne @kylegrantham Absolutely
2022-11-07 01:18:49+00:00,@kylegrantham You represent the problem: journalists who think they are the only source of legitimate information. That’s the big lie.
2022-11-07 00:48:26+00:00,@realpfigueiredo @JosianoPadovani @reportersalles I will look into this
2022-11-07 00:35:04+00:00,@stevenmarkryan Accurate
2022-11-07 00:30:30+00:00,"My commitment to free speech extends even to not banning the account following my plane, even though that is a direct personal safety risk"
2022-11-07 00:25:19+00:00,Twitter needs to become by far the most accurate source of information about the world. That’s our mission.
2022-11-07 00:23:23+00:00,"@alex_avoigt Twitter user numbers have increased significantly around the world since the deal was announced.

And these are very early days. As Twitter becomes by far the most reliable source of truth, it will be indispensable."
2022-11-07 00:14:41+00:00,@BillyM2k @StonksReddit No problem to use a pseudonym. The high-level principle is just that verified users can’t engage in malicious deception.
2022-11-07 00:09:28+00:00,@dogeofficialceo @EvaFoxU @kylaschwaberow 🤣
2022-11-07 00:06:18+00:00,"@EvaFoxU @kylaschwaberow We are implementing additional safeguards to prevent impersonation, as well as collective use of Verified accounts by a single individual or organization"
2022-11-06 23:43:30+00:00,Widespread verification will democratize journalism &amp; empower the voice of the people
2022-11-06 23:39:08+00:00,@catturd2 No exceptions
2022-11-06 23:35:57+00:00,Any name change at all will cause temporary loss of verified checkmark
2022-11-06 23:16:06+00:00,"Previously, we issued a warning before suspension, but now that we are rolling out widespread verification, there will be no warning. 

This will be clearly identified as a condition for signing up to Twitter Blue."
2022-11-06 23:12:38+00:00,@JosianoPadovani @reportersalles What censorship are you referring to?
2022-11-06 22:53:42+00:00,"Going forward, any Twitter handles engaging in impersonation without clearly specifying “parody” will be permanently suspended"
2022-11-05 22:39:38+00:00,@SnazzyQ @CorySteuben @Erdayastronaut @live_munro We can beat that
2022-11-05 22:35:26+00:00,@birdwatch Worth watching
2022-11-05 22:34:33+00:00,@michaelmiraflor Fixing search is a high priority
2022-11-05 22:31:49+00:00,@DJSnM @Erdayastronaut Noted to fix
2022-11-05 22:31:00+00:00,Search within Twitter reminds me of Infoseek in ‘98! That will also get a lot better pronto.
2022-11-05 22:26:54+00:00,@CorySteuben @Erdayastronaut @live_munro Interesting
2022-11-05 22:24:51+00:00,"@gchahal @TwitterBlue 42 mins to start, then several hours in a month or so"
2022-11-05 22:23:38+00:00,@BillyM2k @nikitabier We definitely need to incent people to do a lot more interactions on Twitter!
2022-11-05 22:18:40+00:00,@stephsmithio 🤣
2022-11-05 22:18:17+00:00,"@Erdayastronaut We can do 42 min chunks at 1080 resolution now for new Blue, so you could break up a longer video. The 42 min limit should be fixed next month.

How does YouTube monetization work &amp; what could Twitter do better?"
2022-11-05 22:12:20+00:00,@stillgray Absolutely
2022-11-05 22:11:44+00:00,"@Cricprabhu Hopefully, less than a month"
2022-11-05 21:45:45+00:00,@AdamFostermusic Absolutely
2022-11-05 21:45:20+00:00,@Jorge_Most_ Two weeks
2022-11-05 21:43:44+00:00,@mahdi Something like that
2022-11-05 21:42:25+00:00,Followed by creator monetization for all forms of content
2022-11-05 21:39:56+00:00,"Twitter will soon add ability to attach long-form text to tweets, ending absurdity of notepad screenshots"
2022-11-05 20:58:29+00:00,@aaroncohn30 @IGrabill @scottbelsky @kcoleman @AlexMahadevan Couple months
2022-11-05 20:52:49+00:00,@RenataKonkoly @raaahulpandey @TeslaAIBot True
2022-11-05 20:43:48+00:00,"@raaahulpandey Great question. Twitter will suspend the account attempting impersonation and keep the money! 

So if scammers want to do this a million times, that’s just a whole bunch of free money. https://t.co/QUrxqb59I0"
2022-11-05 20:30:08+00:00,This rocks https://t.co/sB1sL0Hdrv
2022-11-05 20:29:06+00:00,"@ProfitsTaken So long as pay $8, please be my guest"
2022-11-05 20:27:54+00:00,@SamTwits 🙏
